id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G1KR1549,mngon dga' chos sde/; 安嘎曲德寺; Nonga Chode,28.7,86.86667,ding ri rdzong /; 定日县; Tingri County,0101000020E6100000289B728577B755403433333333B33C40,146.0,1549.0,,,Nonga,,Zhaguo xiang,,542324.0,定日县,Dingri Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.7,86.86667,542324209.0,542324112.0,mngon dga' chos sde,542324209.0,542324112.0,mngon dga' chos sde,mngon dga' chos sde,Dingri,G2165,ding ri rdzong,G1KR1549,G3612 ？,,,Nonga,安嘎曲德寺,,na,1350,Bodong,1.41960762,1.42,x,x,x,x,"info from Guntram's email. Founding date estimated. Shown on map in ""White Crystal"" book.",
G3485,ba ri gla tshal/,,,nyang po/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2CN11064,'od 'jo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G381,日吾其寺; cung ri bo che/,29.18333,86.61667,ngam ring rdzong /; Ngamring county; 昂仁县,0101000020E6100000289B728577A755402D6002B7EE2E3D40,1700.0,1592.0,,,Chung Riwoche,,Riwuqi xiang,,542327.0,昂仁县,Angren Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.18333,86.61667,542327204.0,542327105.0,gcung ri bo che sku 'bum,542327204.0,542327105.0,gcung ri bo che sku 'bum,,na,G2162,ngam ring rdzong,G381,,gcung ri bo che,,Chung Riwoche,日吾其寺,,na,1450,Kagyu,3.312025966,4.791,1050,Nyingma,x,x,,
G381,日吾其寺; cung ri bo che/,29.18333,86.61667,ngam ring rdzong /; Ngamring county; 昂仁县,0101000020E6100000289B728577A755403233333333333D40,2312.0,1594.0,,,Riwoche,,Riwuqi xiang,,542327.0,昂仁县,Angren Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.2,86.61667,542327204.0,542327107.0,gcung ri bo che,542327204.0,542327107.0,gcung ri bo che,,Ngamring,G2162,ngam ring rdzong,G381,,,,Riwoche,日吾其寺,,na,1400,Nyingma,4.790510956,4.791,x,x,x,x,"Xian Wenwuzhi p. 107 states gonpa was Nyingma with 50 monks, but Kumbum was Shangpa Kagyu?",
G1PD96274,公什甲寺; gong skya yang dgon/,35.87889,102.65,化隆回族自治县; ba yan rdzong /,0101000020E61000009A99999999A959400664AF777FF04140,773.0,2328.0,,工什加寺,gongshijia si,塔加藏族乡,Tajiacangzu xiang,Ta Jia Cang Zu Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.87889,102.65,632127217.0,62.0,gong skya yang dgon thub bstan gling,632127217.0,202.0,gong skya yang dgon thub bstan gling,,na,G1PD96109,ba yan rdzong,G1PD96274,,,,,工什加寺,公什甲寺,gongshijia si,1393,g,22.55617898,22.556,,,,,,
G1654,交哑寺; lcags ra dgon/,31.7,98.58334,sde dge rdzong /; 德格县; Derge County,0101000020E6100000B79C4B7155A558403333333333B33F40,117.0,508.0,,,ba jue si,龚垭乡,Gongya xiang,Gong Ya Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.7,98.58334,513330204.0,169.0,dpal 'byor dgon,513330204.0,169.0,dpal 'byor dgon/,,Derge,G1539,sde dge rdzong,G1654,,sde dge dpal 'byor dgon,,na,班觉寺,ban jue si ?,ba jue si,na,bka' brgyud/,16.52073352,16.521,,,,,,
G4597,桑丹定寺; bsam gtan steng /,30.06348,91.28805,lhun grub rdzong /; 林周县; Lhundrub county,0101000020E6100000386744696FD2564038F3AB3940103E40,313.0,893.0,,,Samtentung,旁多乡,Pangduo xiang,Pang Duo Xiang,540121.0,林周县,Linzhou Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,30.06348,91.28805,540121206.0,540121118.0,bsam gtan steng,540121206.0,540121118.0,bsam gtan steng,,Lhundrub,G2127,lhun grub rdzong,G4597,,,,Samtentung,桑丹定寺,,na,1200,Cod,24.37686635,24.377,x,x,x,x,,
G1KR42,rdze tha gnam mtsho dgon/; 热它寺,31.38232,101.46341,chu chen rdzong /; 金川县,0101000020E6100000EBA86A82A85D5940529B38B9DF613F40,1814.0,42.0,,热它寺,Re ta si,阿科里乡,Akeli xiang,A Ke Li Xiang,513226.0,金川县,Jinchuan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.38232,101.46341,513226213.0,86.0,Rdze tha gnam mthso dgon (gyal rong mdo sngags bshad sgrub chos gling),513226213.0,86.0,Rdze tha gnam mthso dgon (gyal rong mdo sngags bshad sgrub chos gling),rdze tha gnam mthso dgon (gyal rong mdo sngags bshad sgrub chos gling),Chu chen rdzong,G2335,chu chen rdzong,G1KR42,,,,,热它寺,,Re ta si?,1387,N,4.838982846,4.839,,,,,,
G3709,hor dbyar dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1677,ra skor dgon/; 然姑寺,32.18333,99.45,sde dge rdzong /; 德格县; Derge County,0101000020E6100000CDCCCCCCCCDC58401630815B77174040,2704.0,535.0,,,ma gong si,上然姑乡,Shangrangu xiang,Shang Ran Gu Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.18333,99.45,513330216.0,162.0,bar chuang dagon,513330216.0,162.0,bar chuang dagon,,Derge,G1539,sde dge rdzong,G1677,,bar chung dgon,,na,麻龚寺,,ma gong si,na,sa skya/,6.516356054,6.516,,,,,Full name is Shangrangu Xiang,
G1KR2784,宗郭寺; rdzong mgo dgon pa/,33.27071,97.04208,称多县; khri 'du rdzong /,0101000020E610000034F44F70B14258409F5912A0A6A24040,256.0,2785.0,,土登寺,tudeng si,拉布乡,Labu xiang,La Bu Xiang,632723.0,称多县,Chengduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.27071,97.04208,632723206.0,55.0,thub bstan dgon pa,632723206.0,55.0,thub bstan dgon pa,thub bstan dgon pa,na,G2325,khri 'du rdzong,G1KR2784,,,,,土登寺,,tudeng si,na,Bon,26.80565897,26.806,1252,Sakya,,,changed from Bon,
G4857,勺哇寺; sho ba dgon/,34.99335,103.57478,卓尼县; co ne rdzong /,0101000020E610000046990D32C9E45940A5BDC117267F4140,1054.0,1959.0,,,Shaowa Si,勺哇土族乡,Shaowatuzu xiang,Shao Wa Tu Zu Xiang,623022.0,卓尼县,Zhuoni Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.99335,103.57478,623022212.0,623022124.0,sho ba dgon mkhas grub gling,623022212.0,623022124.0,sho ba dgon mkhas grub gling,,co ne,G2203,co ne rdzong,G4857,,sho ba mkhas grub gling,,,杓哇寺,杓哇克珠林,Shaowa Si,1685,Gelug,7.235890014,7.236,,,,,,
G1KR1198,玛贡扎西央启,30.65,97.58334,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E6100000B79C4B71556558406766666666A63E40,1230.0,1197.0,,达江寺,Dajiang si,烟多镇,Yanduo zhen,Yan Duo Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.65,97.58334,542126100.0,92.0,,542126100.0,92.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1198,,,,na,达江寺,,Dajiang si,na,Geluk,27.26727382,27.267,na,na,na,na,na,
G4378,sdom mthil dgon pa/,,,nag chu kha/; dpal mgon rdzong /; Palgon county; 班戈县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2707,东从寺; gdong tshang shog dgon/,32.38588,97.24052,yul shul rdzong /; 玉树县,0101000020E61000002C82FFAD644F58401A170E8464314040,2832.0,2709.0,,东从寺,dongcong si,小苏莽乡,Xiaosumang xiang,Xiao Su Mang Xiang,632721.0,玉树县,Yushu Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.38588,97.24052,632721202.0,31.0,gdong tshang dgon pa,632721202.0,31.0,gdong tshang dgon pa,,na,G2326,yul shul rdzong,G2707,,gdong tshang shog dgon,,,东从寺,东春寺,dongcong si,1300,Sakya,3.178959527,3.179,,,,,,
G1684,呷拖寺; rdza kaH thog dgon/,32.43333,99.05,sde dge rdzong /; 德格县; Derge County,0101000020E61000003333333333C358401630815B77374040,2528.0,556.0,,,ga tuo si,亚丁乡,Yading xiang,Ya Ding Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.43333,99.05,513330223.0,143.0,k:thoag dagon,513330223.0,143.0,k:thoag dagon,,Derge,G1539,sde dge rdzong,G1684,,rdza kaH thog dgon,,na,呷拖寺,德格呷拖寺,ga tuo si,na,rnying ma/,69.71070059,69.711,,,,,,
G3234,知乎隆寺; gcan tsha brag lung dgon/,36.19681,102.10393,化隆回族自治县; ba yan rdzong /,0101000020E6100000B1C403CAA68659404CC3F01131194240,755.0,2284.0,,知乎隆寺,zhihulong si,德加乡,Dejia xiang,De Jia Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.19681,102.10393,632127207.0,118.0,bcan tsha'i brag lung dgon dga' ldan bkra shis chos gling,632127207.0,175.0,bcan tsha'i brag lung dgon dga' ldan bkra shis chos gling,,na,G1PD96109,ba yan rdzong,G3234,,gcan tsha brag lung dgon,,,知乎隆寺,朱胡弄寺/诸古隆寺,zhihulong si,1596,g,24.42996743,24.43,,,,,,
G1KR2030,nur ma'i dgon/; 纽尔玛寺,33.39994,102.16209,rma chu rdzong /; 玛曲县,0101000020E61000008E40BCAE5F8A59405E2EE23B31B34040,1102.0,2030.0,,,Nu'erma Si,采日玛乡,Cairima xiang,Cai Ri Ma Xiang,623025.0,玛曲县,Maqu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,33.39994,102.16209,623025206.0,623025105.0,nur ma'i gsang sngags thar ba gling,623025206.0,623025105.0,nur ma'i gsang sngags thar ba gling,nur ma'i gsang sngags thar ba gling,rma chu,G2202,rma chu rdzong,G1KR2030,,,,,纽尔玛寺,,Nu'erma Si,1930,Gelug,2.811120794,2.811,,,,,,
